Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Paper,=,1.0,http://sigkdd#Paper,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference,=,0.938,http://sigkdd#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Program_committee,=,1.0,http://sigkdd#Program_Committee,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference,=,1.0,http://sigkdd#Conference,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Steering_committee,=,0.901,http://sigkdd#Committee,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Paper,=,0.925,http://sigkdd#Document,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Regular_author,=,0.942,http://sigkdd#Author_of_paper,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Written_contribution,=,0.906,http://sigkdd#Author_of_paper,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Committee,=,1.0,http://sigkdd#Committee,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Review,=,1.0,http://sigkdd#Review,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Co-chair,=,0.935,http://sigkdd#General_Chair,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Abstract,=,1.0,http://sigkdd#Abstract,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_fees,=,0.0,http://sigkdd#Fee,[],[],"[""owl:Class""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_volume,=,0.922,http://sigkdd#Conference,[],[],"[""owl:Class""]",true,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_part,=,0.933,http://sigkdd#Conference,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Contribution_co-author,=,0.909,http://sigkdd#Author_of_paper,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_part,=,0.944,http://sigkdd#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_volume,=,0.903,http://sigkdd#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Regular_author,=,0.917,http://sigkdd#Author,[],[],"[""owl:Class""]",true,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Person,=,1.0,http://sigkdd#Person,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Regular_author,=,0.909,http://sigkdd#Author_of_paper_student,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Extended_abstract,=,0.909,http://sigkdd#Deadline_Abstract_Submission,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Invited_speaker,=,1.0,http://sigkdd#Invited_Speaker,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_document,=,0.0,http://sigkdd#Document,[],[],"[""owl:Class""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:ObjectProperty""]",http://conference#gives_presentations,=,0.0,http://sigkdd#presentation,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Publisher,=,0.906,http://sigkdd#Author_of_paper,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:ObjectProperty""]",http://conference#is_given_by,=,0.0,http://sigkdd#presentationed_by,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Publisher,=,0.912,http://sigkdd#Author,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:DatatypeProperty""]",http://conference#has_an_email,=,0.0,http://sigkdd#E-mail,[],[],"[""owl:DatatypeProperty""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Organizing_committee,=,1.0,http://sigkdd#Organizing_Committee,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Chair,=,0.935,http://sigkdd#General_Chair,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#SlideSet,=,0.0,http://iasted#Transparency,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#PublishedPaper,=,0.925,http://iasted#Receiving_manuscript,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.928,http://iasted#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Review,=,1.0,http://iasted#Review,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Author,=,1.0,http://iasted#Author,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#CoffeeBreak,=,1.0,http://iasted#Coffee_break,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Reviewer,=,1.0,http://iasted#Reviewer,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.935,http://iasted#Conference_activity,[],[],"[""owl:Class""]",true,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.925,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.902,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.926,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#DiningPlace,=,0.0,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#SingleLevelConference,=,0.908,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Presenter,=,0.903,http://iasted#Presenter_city,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Country,=,0.903,http://iasted#Car,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#AcceptedPaper,=,0.917,http://iasted#Accepting_manuscript,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceVenuePlace,=,0.0,http://iasted#Conference_building,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],"[""Call For Manuscripts""]","[""owl:Class""]",http://edas#CallForManuscripts,=,0.926,http://iasted#Accepting_manuscript,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#RejectedPaper,=,0.933,http://iasted#Accepting_manuscript,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#AccommodationPlace,=,0.948,http://iasted#Place,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.938,http://iasted#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Reception,=,0.0,http://iasted#Coctail_reception,[],[],"[""owl:Class""]",true,false negative
