Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Paper,=,1.0,http://sigkdd#Paper,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Program_committee,=,1.0,http://sigkdd#Program_Committee,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference,=,1.0,http://sigkdd#Conference,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Co-chair,=,0.921,http://sigkdd#Program_Chair,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Steering_committee,=,0.962,http://sigkdd#Committee,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Organizing_committee,=,0.913,http://sigkdd#Organizing_Committee_member,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Committee,=,1.0,http://sigkdd#Committee,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Review,=,1.0,http://sigkdd#Review,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Passive_conference_participant,=,0.916,http://sigkdd#Invited_Speaker,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Abstract,=,1.0,http://sigkdd#Abstract,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_fees,=,0.0,http://sigkdd#Fee,[],[],"[""owl:Class""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_participant,=,0.9,http://sigkdd#Invited_Speaker,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_volume,=,0.943,http://sigkdd#Conference,[],[],"[""owl:Class""]",true,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_part,=,0.937,http://sigkdd#Conference,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_part,=,0.94,http://sigkdd#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Person,=,1.0,http://sigkdd#Person,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Regular_author,=,0.0,http://sigkdd#Author,[],[],"[""owl:Class""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Invited_speaker,=,1.0,http://sigkdd#Invited_Speaker,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_document,=,0.0,http://sigkdd#Document,[],[],"[""owl:Class""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:ObjectProperty""]",http://conference#gives_presentations,=,0.0,http://sigkdd#presentation,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Contribution_co-author,=,0.925,http://sigkdd#Author_of_paper_student,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:ObjectProperty""]",http://conference#is_given_by,=,0.0,http://sigkdd#presentationed_by,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_www,=,0.908,http://sigkdd#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Conference_www,=,0.905,http://sigkdd#Conference,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:DatatypeProperty""]",http://conference#has_an_email,=,0.0,http://sigkdd#E-mail,[],[],"[""owl:DatatypeProperty""]",true,false negative
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Organizing_committee,=,1.0,http://sigkdd#Organizing_Committee,[],[],"[""owl:Class""]",false,true positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Extended_abstract,=,0.929,http://sigkdd#Abstract,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Review_expertise,=,0.93,http://sigkdd#Review,[],[],"[""owl:Class""]",false,false positive
conference,conference-sigkdd,HAN,[],[],"[""owl:Class""]",http://conference#Chair,=,0.914,http://sigkdd#General_Chair,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceVenuePlace,=,0.905,http://iasted#Conference_hotel,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceSession,=,0.908,http://iasted#Conference_activity,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.942,http://iasted#Activity_before_conference,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceChair,=,0.941,http://iasted#Conference_hotel,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#SlideSet,=,0.0,http://iasted#Transparency,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.922,http://iasted#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Review,=,1.0,http://iasted#Review,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceChair,=,0.95,http://iasted#Conference_building,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Author,=,1.0,http://iasted#Author,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#CoffeeBreak,=,1.0,http://iasted#Coffee_break,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ReviewQuestion,=,0.918,http://iasted#Review,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Reviewer,=,1.0,http://iasted#Reviewer,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.99,http://iasted#Conference_activity,[],[],"[""owl:Class""]",true,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.913,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.935,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.93,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#DiningPlace,=,0.0,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#SingleLevelConference,=,0.943,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceChair,=,0.935,http://iasted#Conference_airport,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceVenuePlace,=,0.947,http://iasted#Conference_building,[],[],"[""owl:Class""]",true,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceChair,=,0.947,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.953,http://iasted#Conference_activity,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Reception,=,0.0,http://iasted#Coctail_reception,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#OrganizationalMeeting,=,0.902,http://iasted#Technical_commitee,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#SessionChair,=,1.0,http://iasted#Session_chair,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#SocialEvent,=,0.0,http://iasted#Social_program,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#WelcomeTalk,=,0.0,http://iasted#Welcome_address,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#PublishedPaper,=,0.901,http://iasted#Overhead_projector,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.932,http://iasted#Conference_state,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Person,=,1.0,http://iasted#Person,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#TPCMember,=,0.953,http://iasted#IASTED_member,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Document,=,1.0,http://iasted#Document,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#MealEvent,=,0.9,http://iasted#Dinner_banquet,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.942,http://iasted#Conference_airport,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.945,http://iasted#Conference_airport,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceSession,=,0.902,http://iasted#Conference_hotel,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceVenuePlace,=,0.935,http://iasted#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceChair,=,0.915,http://iasted#Conference_state,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Sponsorship,=,0.0,http://iasted#Sponzorship,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Attendee,=,0.0,http://iasted#Delegate,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#TwoLevelConference,=,0.909,http://iasted#Conference_days,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Sponsorship,=,0.981,http://iasted#Sponsor,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Sponsorship,=,0.938,http://iasted#Sponsor_state,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#TwoLevelConference,=,0.946,http://iasted#One_conference_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Excursion,=,0.918,http://iasted#Trip_day,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.971,http://iasted#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Presenter,=,0.903,http://iasted#Hotel_presenter,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#PublishedPaper,=,0.917,http://iasted#LCD_projector,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.963,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.917,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ReviewForm,=,0.929,http://iasted#Registration_form,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#PaperPresentation,=,0.927,http://iasted#PowerPoint_presentation,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.911,http://iasted#Conference_days,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceEvent,=,0.928,http://iasted#Activity_after_conference,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Document,=,0.939,http://iasted#Payment_document,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.95,http://iasted#Conference_building,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.0,http://iasted#Dinner_banquet,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Place,=,1.0,http://iasted#Place,[],[],"[""owl:Class""]",false,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Workshop,=,0.915,http://iasted#Book_proceeding,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ReviewRating,=,0.946,http://iasted#Review,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Paper,=,0.0,http://iasted#Submission,[],[],"[""owl:Class""]",true,false negative
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceChair,=,0.918,http://iasted#Conference_hall,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.96,http://iasted#Conference_days,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Place,=,0.927,http://iasted#Building,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Country,=,0.917,http://iasted#State,[],[],"[""owl:Class""]",true,true positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.949,http://iasted#Conference_days,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceVenuePlace,=,0.937,http://iasted#Conference_restaurant,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.91,http://iasted#Conference_building,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],"[""Conference""]","[""owl:Class""]",http://edas#Conference,=,0.933,http://iasted#Conference_hotel,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#Presenter,=,0.921,http://iasted#Presenter_state,[],[],"[""owl:Class""]",false,false positive
conference,edas-iasted,HAN,[],[],"[""owl:Class""]",http://edas#ConferenceDinner,=,0.943,http://iasted#Conference_hotel,[],[],"[""owl:Class""]",false,false positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Review,=,1.0,http://ekaw#Review,[],[],"[""owl:Class""]",false,true positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Author,=,0.0,http://ekaw#Paper_Author,[],[],"[""owl:Class""]",true,false negative
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#PaperAbstract,=,0.908,http://ekaw#Demo_Paper,[],[],"[""owl:Class""]",false,false positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Paper,=,1.0,http://ekaw#Paper,[],[],"[""owl:Class""]",false,true positive
conference,cmt-ekaw,HAN,[],[],"[""owl:ObjectProperty""]",http://cmt#hasBeenAssigned,=,0.0,http://ekaw#reviewerOfPaper,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,cmt-ekaw,HAN,[],[],"[""owl:ObjectProperty""]",http://cmt#assignedTo,=,0.0,http://ekaw#hasReviewer,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#PaperFullVersion,=,0.935,http://ekaw#Regular_Paper,[],[],"[""owl:Class""]",true,true positive
conference,cmt-ekaw,HAN,[],"[""An External Reviewer is a person that has been assigned to review a paper for another Reviewer, but is not themselves a Reviewer. ""]","[""owl:Class""]",http://cmt#ExternalReviewer,=,0.949,http://ekaw#Possible_Reviewer,[],[],"[""owl:Class""]",false,false positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Document,=,1.0,http://ekaw#Document,[],[],"[""owl:Class""]",false,true positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Conference,=,1.0,http://ekaw#Conference,[],"[""One edition of a conference""]","[""owl:Class""]",false,true positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#ConferenceMember,=,0.0,http://ekaw#Conference_Participant,[],[],"[""owl:Class""]",true,false negative
conference,cmt-ekaw,HAN,[],[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://cmt#writtenBy,=,0.0,http://ekaw#reviewWrittenBy,[],[],"[""owl:ObjectProperty""]",true,false negative
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Person,=,1.0,http://ekaw#Person,[],[],"[""owl:Class""]",false,true positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Reviewer,=,0.921,http://ekaw#Possible_Reviewer,[],[],"[""owl:Class""]",false,false positive
conference,cmt-ekaw,HAN,[],[],"[""owl:Class""]",http://cmt#Paper,=,0.926,http://ekaw#Poster_Paper,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#Conference,=,0.932,http://iasted#Conference_state,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#Conference,=,0.933,http://iasted#Conference_hotel,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#City,=,0.929,http://iasted#Trip_city,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],"[""confTool""]","[""owl:Class""]",http://confOf#Contribution,=,0.902,http://iasted#Publication,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#Tutorial,=,1.0,http://iasted#Tutorial,[],[],"[""owl:Class""]",false,true positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#Conference,=,0.945,http://iasted#Conference_airport,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#Conference,=,0.96,http://iasted#Conference_days,[],[],"[""owl:Class""]",false,false positive
conference,confOf-iasted,HAN,[],[],"[""owl:Class""]",http://confOf#City,=,1.0,http://iasted#City,[],[],"[""owl:Class""]",false,true positive
